Japenese Together,Japanese,Ja to En
聖戦 19,聖戦 ,Holy War
郵送 19,郵送 ,By mail
空挺 19,空挺 ,Airborne
ティキ 19,ティキ ,Tiki
ねじ 19,ねじ ,Screw
ピエレット 19,ピエレット ,Pierrette
些 19,些 ,trivial
死滅 19,死滅 ,Death
ドンキー 19,ドンキー ,Donkey
宜 19,宜 ,Yi
sh 19,sh ,sh
ロペス 19,ロペス ,Lopez
頬骨 19,頬骨 ,Cheekbones
宿敵 19,宿敵 ,nemesis
笑いかけ 19,笑いかけ ,Smile
渇望 19,渇望 ,Craving
奇形 19,奇形 ,Malformation
雄鶏 19,雄鶏 ,Rooster
ンボ 19,ンボ ,Nbo
しるべ 19,しるべ ,Guidepost
聖歌 19,聖歌 ,Hymns
ありったけ 19,ありったけ ,As much as possible
gloria 19,gloria ,gloria
柴 19,柴 ,Shiba
ラジエーター 19,ラジエーター ,Radiator
next 19,next ,next
間接 19,間接 ,indirect
庶 19,庶 ,common
束ね 19,束ね ,Bundle
半島 19,半島 ,peninsula
エステファニア 19,エステファニア ,Estefania
奥田 19,奥田 ,Okuda
口頭 19,口頭 ,Oral
保身 19,保身 ,Self-preservation
結社 19,結社 ,Association
連結 19,連結 ,Concatenation
言い伝え 19,言い伝え ,Legend
港湾 19,港湾 ,port
前菜 19,前菜 ,Appetizers
あげく 19,あげく ,And finally
旅程 19,旅程 ,itinerary
紫外 19,紫外 ,Ultraviolet
ｃａａ 19,ｃａａ ,caa
発熱 19,発熱 ,Fever
ゴッホ 19,ゴッホ ,Van Gogh
ガイヤー 19,ガイヤー ,Geyer
cps 19,cps ,cps
求刑 19,求刑 ,Sentencing
ダイブ 19,ダイブ ,Dive
貯水 19,貯水 ,Water storage
ディオゲネス 19,ディオゲネス ,Diogenes
毒島 19,毒島 ,Busujima
華 19,華 ,Flower
愁傷 19,愁傷 ,Sadness
ローハン 19,ローハン ,Rohan
紀元 19,紀元 ,era
ドナテーロ 19,ドナテーロ ,Donatello
北上 19,北上 ,Kitakami
フィンランド 19,フィンランド ,Finland
引き鉄 19,引き鉄 ,Trigger
ヴァラール 19,ヴァラール ,The Valar
カモメ 19,カモメ ,Seagull
強め 19,強め ,Strong
スカーレット 19,スカーレット ,Scarlet
貞子 19,貞子 ,Sadako
ランダー 19,ランダー ,Lander
熟知 19,熟知 ,familiarity
取り除け 19,取り除け ,Remove
ヴィンディ 19,ヴィンディ ,Vindi
たの 19,たの ,Tano 
trying 19,trying ,trying
隔て 19,隔て ,Separation
みごと 19,みごと ,Amazing
八つ 19,八つ ,Eight
アルカトラズ 19,アルカトラズ ,Alcatraz
クリスティーヌ 19,クリスティーヌ ,Christine
水路 19,水路 ,Waterway
築け 19,築け ,Build
イッ 19,イッ ,I
なすりつけ 19,なすりつけ ,Putting the blame on someone
育児 19,育児 ,Childcare
耳元 19,耳元 ,Ear
ウエイトレス 19,ウエイトレス ,Waitress
どよめき 19,どよめき ,Murmuring
見苦し 19,見苦し ,Unsightly
呼び覚ま 19,呼び覚ま ,Awaken
ブリーフィング 19,ブリーフィング ,Briefing
ジュエル 19,ジュエル ,jewel 
ワルツ 19,ワルツ ,Waltz
アンティーク 19,アンティーク ,Antique
ランティス 19,ランティス ,Lantis
とー 19,とー ,And
ジェイデン 19,ジェイデン ,Jayden
道中 19,道中 ,On the way
キャッツ 19,キャッツ ,Cats
主治 19,主治 ,Chief ruler
エベレスト 19,エベレスト ,Everest
余儀 19,余儀 ,Other
icu 19,icu ,ICU
赤道 19,赤道 ,equator
おくれ 19,おくれ ,Late
ヴェラ 19,ヴェラ ,Vera
seven 19,seven ,seven
生や 19,生や ,Fresh
前代 19,前代 ,previous generation
セルキー 19,セルキー ,Selkie
採点 19,採点 ,Scoring
教え子 19,教え子 ,Student
ゴード 19,ゴード ,Gordo
デントン 19,デントン ,Denton
のう 19,のう ,brain 
本棚 19,本棚 ,Bookshelf
香 19,香 ,Incense
somebody 19,somebody ,somebody
each 19,each ,each
ウォァ 19,ウォァ ,Woah
活気 19,活気 ,Vibrancy
スケアラー 19,スケアラー ,Scarer
騎兵 19,騎兵 ,cavalry
ワンワン 19,ワンワン ,Woof Woof
遊園 19,遊園 ,Amusement park
ベミジ 19,ベミジ ,Bemidji
指先 19,指先 ,fingertips
ブラインド 19,ブラインド ,BLIND 
アピール 19,アピール ,Appeal
驛 19,驛 ,Ryo
どっちみち 19,どっちみち ,Either way
れー 19,れー ,Re
ぅん 19,ぅん ,Hmm
コッチ 19,コッチ ,Koch
利子 19,利子 ,Interest
カウチ 19,カウチ ,Couch
志望 19,志望 ,Aspirations
ｉｔ 19,ｉｔ ,it
気休め 19,気休め ,Consolation
シッポ 19,シッポ ,Tail
バレバレ 19,バレバレ ,It's obvious
ヤシダ 19,ヤシダ ,Yashida
理沙 19,理沙 ,Risa
グウェン 19,グウェン ,Gwen
受けれ 19,受けれ ,Accept
裏づけ 19,裏づけ ,Support
过 19,过 ,Too
キッズ 19,キッズ ,Kids
舞い上が 19,舞い上が ,Excited
歓喜 19,歓喜 ,Joy
ハーモニー 19,ハーモニー ,Harmony
ブリンドル 19,ブリンドル ,Brindle
解像 19,解像 ,Resolution
レモネード 19,レモネード ,lemonade 
見え透 19,見え透 ,See-through
サンチェス 19,サンチェス ,Sanchez
shine 19,shine ,shine
不発 19,不発 ,Misfire
ヤードリー 19,ヤードリー ,Yardley
クアンティコ 19,クアンティコ ,Quantico
野田 19,野田 ,Noda
昼休み 19,昼休み ,lunch break 
クーリエ 19,クーリエ ,Courier
高台 19,高台 ,Heights
フーラー 19,フーラー ,Fuller
あいまい 19,あいまい ,Ambiguous
ring 19,ring ,ring
レッツ 19,レッツ ,Let's
投げ入れ 19,投げ入れ ,Throw in
ビテカー 19,ビテカー ,Bitaker
押しつぶ 19,押しつぶ ,Crush
ケーン 19,ケーン ,Cane
アライクム 19,アライクム ,Alaikum
未聞 19,未聞 ,Unheard of
men 19,men ,men
絵の具 19,絵の具 ,Paint
マルドナード 19,マルドナード ,Maldonado
strength 19,strength ,Strength
マコ 19,マコ ,Mako
リンカン 19,リンカン ,Lincoln
おおー 19,おおー ,Wow
強風 19,強風 ,Strong winds
じゃこ 19,じゃこ ,Jaco
ブラセン 19,ブラセン ,Brasen
気付き 19,気付き ,Realization
心肺 19,心肺 ,cardiopulmonary
ばっちり 19,ばっちり ,Perfect
全般 19,全般 ,General
クラレンス 19,クラレンス ,Clarence
えぐり出 19,えぐり出 ,Gouged out
後生 19,後生 ,afterlife
猛毒 19,猛毒 ,Highly poisonous
くたびれ 19,くたびれ ,Tired
セットアップ 19,セットアップ ,set up 
フォーチュン 19,フォーチュン ,Fortune
グッジョブ 19,グッジョブ ,Good job!
彩 19,彩 ,Aya
押し当て 19,押し当て ,Press
iab 19,iab ,iab
ネメック 19,ネメック ,Nemec
チャーター 19,チャーター ,Charter
貸し出 19,貸し出 ,Rental
足りん 19,足りん ,Not enough
登り 19,登り ,Climb
心境 19,心境 ,state of mind
天賦 19,天賦 ,gift
鞭打ち 19,鞭打ち ,Whipping
弱め 19,弱め ,Weak
近況 19,近況 ,Recent situation
エストニア 19,エストニア ,Estonia
拉 19,拉 ,La
ドーナッツ 19,ドーナッツ ,Donuts
csi 19,csi ,csi
エーミ 19,エーミ ,Amy
コーリス 19,コーリス ,Corliss
マザーシップ 19,マザーシップ ,Mothership
かご 19,かご ,Basket
cross 19,cross ,cross
イービー 19,イービー ,Evie
従兄 19,従兄 ,Cousin
置場 19,置場 ,Storage location
寶 19,寶 ,Treasure
弦之介 19,弦之介 ,Gennosuke
バルナバ 19,バルナバ ,Barnabas
くっつけ 19,くっつけ ,Stick together
大嘘 19,大嘘 ,Big lie
柏田 19,柏田 ,Kashiwada
改心 19,改心 ,Conversion
ナイチンゲール 19,ナイチンゲール ,Nightingale
へこみ 19,へこみ ,Dent
手腕 19,手腕 ,skill
松葉 19,松葉 ,Pine needles
マゼラン 19,マゼラン ,Magellan
バジリ 19,バジリ ,Basilisk
トマ 19,トマ ,Toma
両名 19,両名 ,Both names
殴打 19,殴打 ,beating
アレクサンドラ 19,アレクサンドラ ,Alexandra
うなず 19,うなず ,Una
ゼ 19,ゼ ,Z
西洋 19,西洋 ,Western
寄贈 19,寄贈 ,Donation
skies 19,skies ,skis
偏執 19,偏執 ,paranoia
亜 19,亜 ,sub 
タムナス 19,タムナス ,Tumnus
ピピン 19,ピピン ,Pippin
リシン 19,リシン ,Lysine
ウディノフ 19,ウディノフ ,Udinov
会食 19,会食 ,Dining
ロシアン 19,ロシアン ,Russian
出歩 19,出歩 ,Going out
階上 19,階上 ,Upstairs
シフ 19,シフ ,Schiff
ジンクス 19,ジンクス ,Jinx
八重子 19,八重子 ,Yaeko
フリッグ 19,フリッグ ,Frigg
ダーザ 19,ダーザ ,Daza
テックス 19,テックス ,Tex
こき使 19,こき使 ,Employee
カルバン 19,カルバン ,Calvin
力量 19,力量 ,competence
火炙り 19,火炙り ,Grilling
ヤンコ 19,ヤンコ ,Yanko
ズオ 19,ズオ ,Zuo
一巻 19,一巻 ,Volume 1
あぁぁ 19,あぁぁ ,Ahhh
カリガリ 19,カリガリ ,Caligari
星条 19,星条 ,Stars and Stripes
アクセサリー 19,アクセサリー ,accessories 
レイサム 19,レイサム ,Latham
出来上がり 19,出来上がり ,Finished product
ニシン 19,ニシン ,herring 
ストライカー 19,ストライカー ,Striker
霊媒 19,霊媒 ,Spirit Medium
輸出 19,輸出 ,export
死骸 19,死骸 ,Corpse
すさ 19,すさ ,Easy
ケルベロス 19,ケルベロス ,Cerberus
山頂 19,山頂 ,Summit
メカ 19,メカ ,Mecha
挙句 19,挙句 ,And finally
テンク 19,テンク ,Tenku
プロファイリング 19,プロファイリング ,Profiling
メープル 19,メープル ,Maple
ルック 19,ルック ,Look
ペピノ 19,ペピノ ,Pepino
メルトダウン 19,メルトダウン ,Meltdown
モニュメント 19,モニュメント ,Monuments
もののけ 19,もののけ ,Monster
ウィラ 19,ウィラ ,Willa
族長 19,族長 ,chieftain
ブロイルス 19,ブロイルス ,Broyles
浸水 19,浸水 ,Flooding
気づけ 19,気づけ ,Awareness
makes 19,makes ,makes
内障 19,内障 ,Internal disorders
手なずけ 19,手なずけ ,Taming
社内 19,社内 ,In-house
容 19,容 ,capacity
がらくた 19,がらくた ,Junk
セニョール 19,セニョール ,Senor
遅らせ 19,遅らせ ,Delay
私書 19,私書 ,P.O.
eyeborgs 19,eyeborgs ,eyeborgs
幼少 19,幼少 ,Childhood
まっとう 19,まっとう ,Honest
照れ 19,照れ ,Embarrassed
ファルコン 19,ファルコン ,Falcon
満喫 19,満喫 ,Enjoy
商店 19,商店 ,store
fad 19,fad ,fad
beth 19,beth ,beth
スレイ 19,スレイ ,Slay
老化 19,老化 ,aging
ジャコブ 19,ジャコブ ,Jacob
初歩 19,初歩 ,Beginner
原作 19,原作 ,original work 
化身 19,化身 ,incarnation
ジェラード 19,ジェラード ,Gerrard
ランダ 19,ランダ ,Randa
さらい 19,さらい ,Search
フランシスコ 19,フランシスコ ,Francisco
助っ人 19,助っ人 ,Helper
宿主 19,宿主 ,host
肺炎 19,肺炎 ,pneumonia
ｎ 19,ｎ ,n
コミック 19,コミック ,Comics
ガヴァナー 19,ガヴァナー ,Governor
セーセイ 19,セーセイ ,Sesay
周知 19,周知 ,Public awareness
倍返し 19,倍返し ,Double payback
wild 19,wild ,wild
ヴァノウェン 19,ヴァノウェン ,Vanowen
ニコライ 19,ニコライ ,Nikolai
ミッドタウン 19,ミッドタウン ,Midtown
クレナー 19,クレナー ,Klenner
ちまえ 19,ちまえ ,District
サンアントニオ 19,サンアントニオ ,San Antonio
舗道 19,舗道 ,Pavement
じょう 19,じょう ,affection 
切迫 19,切迫 ,Urgent
うかが 19,うかが ,Uka
休職 19,休職 ,Leave of absence
エッ 19,エッ ,Huh?
ソフィ 19,ソフィ ,Sophie
旅人 19,旅人 ,Traveler
ラッカム 19,ラッカム ,Rackham
持ち堪え 19,持ち堪え ,Hold on
直近 19,直近 ,most recent 
カートライト 19,カートライト ,Cartwright
たし 19,たし ,Plus
乙事 19,乙事 ,First thing
窓際 19,窓際 ,Window
レイガー 19,レイガー ,Rhaeger
ろ過 19,ろ過 ,Filtration
太っちょ 19,太っちょ ,Fat
チューリッヒ 19,チューリッヒ ,Zurich
皇太子 19,皇太子 ,crown prince
人肉 19,人肉 ,human flesh
コミュニティー 19,コミュニティー ,Community
くわえ 19,くわえ ,Mouth
やり合 19,やり合 ,Conflict
係員 19,係員 ,Staff
还 19,还 ,还
恩義 19,恩義 ,Obligation
盛り 19,盛り ,portion 
tac 19,tac ,tac
エレメント 19,エレメント ,Element
ロックフェラー 19,ロックフェラー ,Rockefeller
巣箱 19,巣箱 ,Birdhouse
弔辞 19,弔辞 ,Eulogy
アカ 19,アカ ,Red
once 19,once ,once
付属 19,付属 ,Included
先入 19,先入 ,"First come, first served"
デスクワーク 19,デスクワーク ,Desk work
あらわ 19,あらわ ,Revealed
ゲ 19,ゲ ,G
快方 19,快方 ,Getting better
サビーン 19,サビーン ,Sabine
ヴェルヌ 19,ヴェルヌ ,Verne
焦が 19,焦が ,Scorched
施し 19,施し ,Charity
レオナルド 19,レオナルド ,Leonardo
環 19,環 ,ring
陣形 19,陣形 ,Formation
ウワー 19,ウワー ,Wow!
pain 19,pain ,pain
とやかく 19,とやかく ,Complaint
コレステロール 19,コレステロール ,Cholesterol
の出 19,の出 ,Out of
メロディー 19,メロディー ,Melody
縛り首 19,縛り首 ,Hanging
シカケス 19,シカケス ,Siberian Jay
密猟 19,密猟 ,Poaching
フレイダ 19,フレイダ ,Freida
ワーッ 19,ワーッ ,Wow!
サファイア 19,サファイア ,Sapphire
調停 19,調停 ,Mediation
たたえ 19,たたえ ,Praise
励 19,励 ,encouragement
フドゥ 19,フドゥ ,Huddu
修道士 19,修道士 ,Monk
高利 19,高利 ,High Interest
案外 19,案外 ,Surprisingly
宣教 19,宣教 ,mission
とある 19,とある ,A certain
益々 19,益々 ,Increasingly
奏 19,奏 ,Kanade
取引き 19,取引き ,Transactions
フェース 19,フェース ,Face
マリアナ 19,マリアナ ,Mariana
ゞ 19,ゞ ,ゞ
極上 19,極上 ,Superb
飽き飽き 19,飽き飽き ,Bored
サンタモニカ 19,サンタモニカ ,Santa Monica
ばら撒 19,ばら撒 ,Scatter
傷心 19,傷心 ,heartbreak
本位 19,本位 ,Honesty
綿 19,綿 ,Cotton
スパゲッティ 19,スパゲッティ ,Spaghetti
プーシキン 19,プーシキン ,Pushkin
ローダ 19,ローダ ,Loader
レイシー 19,レイシー ,Lacey
クジ 19,クジ ,Lottery
トックマン 19,トックマン ,Tockman
磁場 19,磁場 ,magnetic field
企む 19,企む ,plot
グートルーネ 19,グートルーネ ,Gutrune
アイテム 19,アイテム ,Items
当直 19,当直 ,On duty
投棄 19,投棄 ,Dump
though 19,though ,though
カヤック 19,カヤック ,Kayaking
正装 19,正装 ,formal attire
軍需 19,軍需 ,munitions
ボクファー 19,ボクファー ,Box Fur
あっさり 19,あっさり ,Light
ビーズ 19,ビーズ ,Beads
タラス 19,タラス ,Taras
切り倒 18,切り倒 ,Cut down
立ちはだか 18,立ちはだか ,Standing in the way
起き上がれ 18,起き上がれ ,Rise Up
ダスト 18,ダスト ,Dust
金切り 18,金切り ,Scrapbook
しゃがめ 18,しゃがめ ,Crouch
爬虫 18,爬虫 ,reptile
やつよ 18,やつよ ,That guy
クロゼット 18,クロゼット ,Closet
パスコード 18,パスコード ,Passcode
樹脂 18,樹脂 ,Resin
シェード 18,シェード ,Shade
外界 18,外界 ,outside world
ライフワーク 18,ライフワーク ,Life's Work
ガマン 18,ガマン ,Patience
躍起 18,躍起 ,Eagerly
グレネード 18,グレネード ,Grenades
イエーツ 18,イエーツ ,Yates
ヴァルハル 18,ヴァルハル ,Valhalla
剥がれ 18,剥がれ ,Peeling
砲塔 18,砲塔 ,turret
ヘリックス 18,ヘリックス ,Helix
ミンホ 18,ミンホ ,Minho
厩舎 18,厩舎 ,Stables
龍 18,龍 ,dragon
よそ見 18,よそ見 ,Looking away
オーヴ 18,オーヴ ,Ove
オコンネル 18,オコンネル ,O'Connell
スイカ 18,スイカ ,Watermelon
広島 18,広島 ,Hiroshima
売り切れ 18,売り切れ ,Sold out
男らし 18,男らし ,Masculinity
サウルス 18,サウルス ,Saurus
ゾダンガ 18,ゾダンガ ,Zodanga
凧 18,凧 ,Kite
板橋 18,板橋 ,Itabashi
弾圧 18,弾圧 ,Oppression
戸締り 18,戸締り ,Locking the door
harazi 18,harazi ,Harazi
fun 18,fun ,fun
レントゲン 18,レントゲン ,X-ray
グルート 18,グルート ,Groot
イベットソン 18,イベットソン ,Ibbetson
濡れ衣 18,濡れ衣 ,False accusation
物言い 18,物言い ,Speaking out
ヘブン 18,ヘブン ,Heaven
ジップ 18,ジップ ,Zip
阁 18,阁 ,Air
造り 18,造り ,Construction
足労 18,足労 ,Footwork
パンガー 18,パンガー ,Phang Nga
ミイケル 18,ミイケル ,Mikkel
トルーパー 18,トルーパー ,Trooper
門限 18,門限 ,Curfew
チタウリ 18,チタウリ ,Chitauri
競合 18,競合 ,Competition
オーマイ 18,オーマイ ,Oh my
year 18,year ,year
硬直 18,硬直 ,Rigidity
レチェロ 18,レチェロ ,Lechero
理念 18,理念 ,philosophy
アレクシス 18,アレクシス ,Alexis
バッキー 18,バッキー ,Bucky
大英 18,大英 ,Great Britain
自答 18,自答 ,self-answer
図星 18,図星 ,hit the mark 
インスリン 18,インスリン ,Insulin
見とれ 18,見とれ ,Admiration
訴追 18,訴追 ,Prosecution
目障り 18,目障り ,Eyesore
ワーォ 18,ワーォ ,Wow
マンツ 18,マンツ ,Mantz
交え 18,交え ,Mixture
トロンボーン 18,トロンボーン ,Trombone
発端 18,発端 ,Beginning
吹雪 18,吹雪 ,Snowstorm
事後 18,事後 ,after the fact
流動 18,流動 ,fluidity
ミンディー 18,ミンディー ,Mindy
ハーディング 18,ハーディング ,Harding
国々 18,国々 ,Countries
遺 18,遺 ,Legacy
大軍 18,大軍 ,large army
モロイ 18,モロイ ,Molloy
必殺 18,必殺 ,Kill
ガンバ 18,ガンバ ,Gamba
キャスティロ 18,キャスティロ ,Castillo
押し入り 18,押し入り ,Break-in
ドログ 18,ドログ ,Drog
四十 18,四十 ,forty
ジャレッド 18,ジャレッド ,Jared
分厚 18,分厚 ,Thickness
幸先 18,幸先 ,Auspicious start
満席 18,満席 ,full 
アラナ 18,アラナ ,Alana
シュミレーション 18,シュミレーション ,Simulation
ぜいたく 18,ぜいたく ,Luxury
ドイル 18,ドイル ,Doyle
ニコラ 18,ニコラ ,Nicola
クービー 18,クービー ,Cooby
ザハラニ 18,ザハラニ ,Zahrani
ほらっ 18,ほらっ ,Look!
ダンピア 18,ダンピア ,Dampier
オルティス 18,オルティス ,Ortiz
ゾゾ 18,ゾゾ ,Zozo
やかまし 18,やかまし ,Noisy
サドル 18,サドル ,Saddle
蹴っ飛ば 18,蹴っ飛ば ,Kick
こっから 18,こっから ,From here
拝 18,拝 ,Respect
淫ら 18,淫ら ,Lewd
フランシーヌ 18,フランシーヌ ,Francine
トニ 18,トニ ,Tony
泊まり 18,泊まり ,Accommodation
ready 18,ready ,ready
一休み 18,一休み ,Take a break
害獣 18,害獣 ,Vermin
試食 18,試食 ,Tasting
わぁー 18,わぁー ,Wow!
ゲール 18,ゲール ,Gael
政党 18,政党 ,political party
アバター 18,アバター ,Avatar
もめ事 18,もめ事 ,Dispute
せめ 18,せめ ,Seme
um 18,um ,um
コング 18,コング ,Kong
ヅラ 18,ヅラ ,Wig
がり 18,がり ,Gar
電極 18,電極 ,electrode
ミリオン 18,ミリオン ,Million
嗅げ 18,嗅げ ,Smell
来襲 18,来襲 ,Attack
mg 18,mg ,mg
sighs 18,sighs ,sighs
lead 18,lead ,lead
噴出 18,噴出 ,squirt
怎么 18,怎么 ,怎么
い物 18,い物 ,Food
引き剥が 18,引き剥が ,Peel off
ドレフュス 18,ドレフュス ,Dreyfus
マーロウ 18,マーロウ ,Marlowe
ノルマ 18,ノルマ ,quota 
くそくらえ 18,くそくらえ ,screw you 
陶芸 18,陶芸 ,Ceramics
ヒレ 18,ヒレ ,Fin
陸上 18,陸上 ,Athletics
洗い出 18,洗い出 ,Washing out
インストラクター 18,インストラクター ,Instructor
megaforce 18,megaforce ,Megaforce
リーブ 18,リーブ ,Leave
集落 18,集落 ,Settlement
prince 18,prince ,prince
小姐 18,小姐 ,little sister
引き離せ 18,引き離せ ,Pull them apart
どけよ 18,どけよ ,Get out of the way.
月光 18,月光 ,moonlight
こじつけ 18,こじつけ ,Far-fetched
はじま 18,はじま ,Beginning
解答 18,解答 ,Answer
ウッ 18,ウッ ,Ugh
感受 18,感受 ,Sensation
性病 18,性病 ,Sexually Transmitted Diseases
