Korean Together,Korean,Ko to En
가는걸 33,가는걸 ,Going
하나일 33,하나일 ,One day
생각이었어요 33,생각이었어요 ,I thought so
뭐든지요 33,뭐든지요 ,Anything
뭐였더라 33,뭐였더라 ,What was it
13번 33,13번 ,Number 13
넘어가지 33,넘어가지 ,Don't fall over
던진 33,던진 ,Thrown
편집 33,편집 ,edit 
가셨어 33,가셨어 ,He went
이상하죠 33,이상하죠 ,It's weird
결정했어요 33,결정했어요 ,I decided
디자인 33,디자인 ,design 
열라고 33,열라고 ,Open it
딸인 33,딸인 ,Daughter
않으면요 33,않으면요 ,If not
많거든요 33,많거든요 ,There are a lot
해줬지 33,해줬지 ,I did it
용서해줘 33,용서해줘 ,Forgive me
살아있다 33,살아있다 ,Alive
존경을 33,존경을 ,Respect
황당한 33,황당한 ,Absurd
소피아를 33,소피아를 ,Sophia
다른사람이 33,다른사람이 ,Someone else
더이상의 33,더이상의 ,No more
되었다고 33,되었다고 ,It happened
제목은 33,제목은 ,The title is
자정에 33,자정에 ,At midnight
성냥 33,성냥 ,Match
약하고 33,약하고 ,Weak
팬케이크 33,팬케이크 ,Pancakes
팁을 33,팁을 ,Tips
피야 33,피야 ,Bloody
과학자들은 33,과학자들은 ,Scientists
친절하시네요 33,친절하시네요 ,You are kind
선수는 33,선수는 ,The player
셰익스피어 33,셰익스피어 ,Shakespeare
어렵고 33,어렵고 ,It's difficult
트루디 33,트루디 ,Trudy
도와서 33,도와서 ,Help me
소식이에요 33,소식이에요 ,Here's the news
말했다시피 33,말했다시피 ,As I said
따지면 33,따지면 ,If you look closely
인정하기 33,인정하기 ,Admit it
부대는 33,부대는 ,The unit
그러는거 33,그러는거 ,That's what I'm doing
보트로 33,보트로 ,By boat
맡기지 33,맡기지 ,Leave it to me
루시어스를 33,루시어스를 ,Lucius
샤히다 33,샤히다 ,Shahida
살아있고 33,살아있고 ,Alive and
먹을거야 33,먹을거야 ,I'm going to eat
아브라함 33,아브라함 ,Abraham
파워가 33,파워가 ,Power
친구처럼 33,친구처럼 ,Like a friend
비웃지 33,비웃지 ,Don't laugh
우주선에 33,우주선에 ,On the spaceship
색을 33,색을 ,Color
아는거 33,아는거 ,I know
딱지 33,딱지 ,A tag
제거해야 33,제거해야 ,Need to remove
그럴리가요 33,그럴리가요 ,That's possible
따님의 33,따님의 ,Your daughter's
요구 33,요구 ,request 
즐기세요 33,즐기세요 ,Enjoy it
가져왔는데 33,가져왔는데 ,I brought it
시합을 33,시합을 ,The match
괜찮게 33,괜찮게 ,Okay
탐정단 33,탐정단 ,Detectives
캐롤이 33,캐롤이 ,Carol
복도를 33,복도를 ,The hallway
여자애랑 33,여자애랑 ,With a girl
유감이군요 33,유감이군요 ,That's a pity
도와줬어 33,도와줬어 ,helped me
제목이 33,제목이 ,The title is
이내 33,이내 ,Within
빛은 33,빛은 ,The light is
무엇도 33,무엇도 ,Nothing
설명할게요 33,설명할게요 ,I'll explain
심장도 33,심장도 ,The heart too
욕구를 33,욕구를 ,Desire
반갑군 33,반갑군 ,Nice to meet you
흥분한 33,흥분한 ,Excited
생기기 33,생기기 ,Come to life
받는다고 33,받는다고 ,I'm receiving it
놔주세요 33,놔주세요 ,Let go
크리스티앙 33,크리스티앙 ,Christian
나가야지 33,나가야지 ,I have to go out
신문에서 33,신문에서 ,In the newspaper
왕창 33,왕창 ,Wangchang
작동이 33,작동이 ,It works
여유 33,여유 ,spare 
수야 33,수야 ,Suya
뜯어 33,뜯어 ,Tear off
왕국에 33,왕국에 ,In the kingdom
자네만 33,자네만 ,Just you
않단다 33,않단다 ,No
빨고 33,빨고 ,Red
인턴들이 33,인턴들이 ,The interns
1년이 33,1년이 ,1 year
기도해 33,기도해 ,Pray
실례했습니다 33,실례했습니다 ,Excuse me
시끄럽고 33,시끄럽고 ,It's noisy
구려 33,구려 ,Bad
있듯이 33,있듯이 ,As it is
생겼네요 33,생겼네요 ,It looks like this
알려지지 33,알려지지 ,Unknown
말게나 33,말게나 ,Stop it
15살 33,15살 ,15 years old
도서관에서 33,도서관에서 ,At the library
묻혀 33,묻혀 ,Buried
필립스 33,필립스 ,Philips
악수를 33,악수를 ,Shake hands
어려움을 33,어려움을 ,Difficulty
조절할 33,조절할 ,To adjust
에밀리가 33,에밀리가 ,Emily
나뭇잎 33,나뭇잎 ,Leaves
연필 33,연필 ,pencil 
능력에 33,능력에 ,In ability
할일을 33,할일을 ,To do
말씀을요 33,말씀을요 ,Please tell me
왔을까 33,왔을까 ,Did you come?
길어요 33,길어요 ,It's long
상관인데 33,상관인데 ,It doesn't matter
상관없잖아 33,상관없잖아 ,It doesn't matter
통에 33,통에 ,In a barrel
쓰자 33,쓰자 ,Let's use it
국민 33,국민 ,Citizen
기계에 33,기계에 ,In the machine
연습이 33,연습이 ,Practice
메이저 33,메이저 ,Major
어땠니 33,어땠니 ,How was it
직장이 33,직장이 ,The workplace
가수가 33,가수가 ,The singer
살았는데 33,살았는데 ,I lived
갔었죠 33,갔었죠 ,I went
창고를 33,창고를 ,The warehouse
꺼낸 33,꺼낸 ,Taken out
트리플 33,트리플 ,Triple
찍어서 33,찍어서 ,Take a picture
다니 33,다니 ,Dani
누나한테 33,누나한테 ,To my sister
스파이더맨 33,스파이더맨 ,Spiderman
좌표 33,좌표 ,coordinate 
뇌물 33,뇌물 ,Bribe
부인한테 33,부인한테 ,To my wife
이들과 33,이들과 ,With these
기대가 33,기대가 ,Expectations
할거지 33,할거지 ,I'm going to do it
외상이 33,외상이 ,Trauma
보물이 33,보물이 ,The treasure
않더군요 33,않더군요 ,Didn't happen
지르는 33,지르는 ,Giring
할만큼 33,할만큼 ,Enough to do
없겠어 33,없겠어 ,No way
외계인을 33,외계인을 ,Alien
임자 33,임자 ,Master
건드린 33,건드린 ,Touched
받을게 33,받을게 ,I'll get it
해주시죠 33,해주시죠 ,Please do it
가야겠네요 33,가야겠네요 ,I have to go
남자에요 33,남자에요 ,I'm a man
화물 33,화물 ,Cargo
하느님은 33,하느님은 ,God is
처벅 33,처벅 ,Chubbuck
알레르기 33,알레르기 ,Allergy
사요 33,사요 ,buy 
전통적인 33,전통적인 ,Traditional
만들었는지 33,만들었는지 ,Did you make it?
서있어 33,서있어 ,Stand up
거를 33,거를 ,Filter
게임도 33,게임도 ,Games too
쥐뿔도 33,쥐뿔도 ,Not even a rat's paw
생각나요 33,생각나요 ,Do you remember?
어땠나요 33,어땠나요 ,How was it
이야기해 33,이야기해 ,Talk
베를린에서 33,베를린에서 ,In Berlin
플레이 33,플레이 ,paly 
아니기 33,아니기 ,No
만이 33,만이 ,Only
가져오면 33,가져오면 ,If you bring it
구조가 33,구조가 ,The structure
배지를 33,배지를 ,Badge
끝나기 33,끝나기 ,End
의뢰인은 33,의뢰인은 ,The client
알려줄까 33,알려줄까 ,Should I tell you?
오픈 33,오픈 ,Open
살이야 33,살이야 ,It's alive
샹 33,샹 ,Shang
드려도 33,드려도 ,Even if I give it to you
대니를 33,대니를 ,Danny
시작할거야 33,시작할거야 ,I'm going to start
서클 33,서클 ,Circle
해야하는지 33,해야하는지 ,Should I do it?
풀어서 33,풀어서 ,Let go
버릇이 33,버릇이 ,Habit
측 33,측 ,Side
빼는 33,빼는 ,Take away
전화하라고 33,전화하라고 ,Call me
조카를 33,조카를 ,My nephew
와플 33,와플 ,Waffle
위로가 33,위로가 ,Comfort
기적은 33,기적은 ,A miracle
꺼내줄게 33,꺼내줄게 ,I'll take it out
집어넣어 33,집어넣어 ,Put it in
냄새나 33,냄새나 ,It smells
되는구나 33,되는구나 ,It works
시끄럽게 33,시끄럽게 ,Noisily
트럭은 33,트럭은 ,The truck
4번째 33,4번째 ,4th
사이에요 33,사이에요 ,In between
정기적으로 33,정기적으로 ,Regularly
왔지만 33,왔지만 ,I came but
21일 33,21일 ,21 days
당당히 33,당당히 ,With confidence
동기를 33,동기를 ,Motivation
끼어들지 33,끼어들지 ,Don't interfere
올라와요 33,올라와요 ,Come up
받았지만 33,받았지만 ,I got it but
얼굴만 33,얼굴만 ,Just the face
꿨어요 33,꿨어요 ,I had a dream
줄테니 33,줄테니 ,I'll give it to you
색깔 33,색깔 ,Color
도구가 33,도구가 ,The tool
없겠군요 33,없겠군요 ,I guess not
보나 33,보나 ,Bona
반응은 33,반응은 ,The reaction is
생존자는 33,생존자는 ,The survivor
자금이 33,자금이 ,The money
기쁘지 33,기쁘지 ,Not happy
한을 33,한을 ,Haneul
뭐하는지 33,뭐하는지 ,What are you doing?
라니스터가 33,라니스터가 ,The Lannisters
흔들 33,흔들 ,Shake
스노우가 33,스노우가 ,Snow
처벌 33,처벌 ,Punishment
놀랐잖아 33,놀랐잖아 ,I was surprised
계신데 33,계신데 ,You are here
망 33,망 ,net 
공부하는 33,공부하는 ,Studying
두려워할 33,두려워할 ,be afraid
안보여요 33,안보여요 ,I can't see it
사용된 33,사용된 ,Used
알았나요 33,알았나요 ,Got it?
방도 33,방도 ,Way
트레드스톤 33,트레드스톤 ,Treadstone
주었다 33,주었다 ,Gave
양도 33,양도 ,Transfer
내생각엔 33,내생각엔 ,In my opinion
승남아 33,승남아 ,Seungnam-ah
되라고 33,되라고 ,Become
도박 33,도박 ,Gambling
뽑은 33,뽑은 ,Picked
조건 33,조건 ,condition 
쐬고 33,쐬고 ,I'm going
음료 33,음료 ,Drink
멍 33,멍 ,Woof
처리할게요 33,처리할게요 ,I'll handle it
해결하려고 33,해결하려고 ,Trying to solve it
지하실 33,지하실 ,Basement
멋있다 33,멋있다 ,stylish 
오하이오 33,오하이오 ,Ohio
써니 33,써니 ,Sunny
사이즈 33,사이즈 ,size 
포프 33,포프 ,Pope
그곳 33,그곳 ,There
가져와야 33,가져와야 ,I have to bring it
엘레나 33,엘레나 ,Elena
주도록 33,주도록 ,To give
1학년 33,1학년 ,1st grade
공포가 33,공포가 ,The fear
써서라도 33,써서라도 ,Even if I have to write
씨도 33,씨도 ,Seed too
엿같은 33,엿같은 ,Shitty
감각을 33,감각을 ,The sense
깨워 33,깨워 ,Wake up
쏴야 33,쏴야 ,Shoot
별난 33,별난 ,Strange
생각하시죠 33,생각하시죠 ,Think about it
목적 33,목적 ,purpose 
대전 33,대전 ,Daejeon
않 33,않 ,No
확인하려고 33,확인하려고 ,To check
양파 33,양파 ,onion 
보이긴 33,보이긴 ,I can see it
느려 33,느려 ,Slow down
몇분 33,몇분 ,A few minutes
오래전부터 33,오래전부터 ,Since a long time ago
우회술을 33,우회술을 ,Bypass surgery
흥미롭네요 33,흥미롭네요 ,That's interesting.
후론 33,후론 ,Huron
생각이네요 33,생각이네요 ,I think so
시켰어요 33,시켰어요 ,I ordered it
연기하는 33,연기하는 ,Acting
소개시켜 33,소개시켜 ,Introduce me
없지만요 33,없지만요 ,"No, but"
달은 33,달은 ,The moon
로봇이 33,로봇이 ,The robot
대단하다고 33,대단하다고 ,That's great
이겼다고 33,이겼다고 ,I won
스텔라가 33,스텔라가 ,Stella
파스타 33,파스타 ,Pasta
취했어요 33,취했어요 ,I'm drunk
시각은 33,시각은 ,The vision is
저만의 33,저만의 ,My own
되면서 33,되면서 ,As it becomes
요청한 33,요청한 ,Requested
사형을 33,사형을 ,Death penalty
상황에선 33,상황에선 ,In this situation
4개 33,4개 ,4 pieces
호출해요 33,호출해요 ,Call me
욕망이 33,욕망이 ,Desire
알았겠지 33,알았겠지 ,Got it?
이태리 33,이태리 ,Italy
알까 33,알까 ,Do you know?
펑크 33,펑크 ,Punk
중심을 33,중심을 ,Center
섹스하고 33,섹스하고 ,Having sex
영장이 33,영장이 ,The warrant
용서하십시오 33,용서하십시오 ,Forgive me
등신아 33,등신아 ,Height
식당을 33,식당을 ,The restaurant
부두 33,부두 ,Pier
분노의 33,분노의 ,Anger of
것에서 33,것에서 ,From that
마이애미에 33,마이애미에 ,In Miami
바우어 33,바우어 ,Bauer
가르친 33,가르친 ,Taught
말이네요 33,말이네요 ,That's right
라이온이 33,라이온이 ,The lion
슬쩍 33,슬쩍 ,Sneak a peek
참겠어 33,참겠어 ,I'll bear with it
짜 33,짜 ,make 
엘리베이터를 33,엘리베이터를 ,The elevator
협박 33,협박 ,Intimidation
에어 33,에어 ,Air
얻었어요 33,얻었어요 ,I got it
그래그래 33,그래그래 ,Yeah yeah
보여도 33,보여도 ,Even if you see it
부작용이 33,부작용이 ,Side effects
없는것 33,없는것 ,Nothing
잠들었어 33,잠들었어 ,I fell asleep
뻔했어요 33,뻔했어요 ,It was obvious
캔 33,캔 ,Can
사실도 33,사실도 ,Fact too
40분 33,40분 ,40 minutes
와아 33,와아 ,Wow
계십시오 33,계십시오 ,Please stay
슬프게 33,슬프게 ,Sadly
깃발 33,깃발 ,flag 
달러짜리 33,달러짜리 ,Dollar
la로 33,la로 ,To la
때랑 33,때랑 ,When
정리해 33,정리해 ,To sum it up
적들을 33,적들을 ,The enemies
떠납니다 33,떠납니다 ,I'm leaving
오랜만이다 33,오랜만이다 ,Long time no see
자랑스럽구나 33,자랑스럽구나 ,I'm proud
집합 33,집합 ,Set
숲이 33,숲이 ,The forest
알아듣겠어 33,알아듣겠어 ,I understand
앞의 33,앞의 ,In front
우츠미 33,우츠미 ,Utsumi
주셨으면 33,주셨으면 ,If you gave it to me
선수들은 33,선수들은 ,The players
들었지만 33,들었지만 ,I heard it but
자신한테 33,자신한테 ,To myself
따라갈게 33,따라갈게 ,I'll follow you
재밌는데 33,재밌는데 ,It's fun
안된다구요 33,안된다구요 ,I said no
집에가서 33,집에가서 ,Go home
움직임 33,움직임 ,Movement
발견했지 33,발견했지 ,I found it
이야기로 33,이야기로 ,By story
생각하지마 33,생각하지마 ,Don't think about it
아마라가 33,아마라가 ,Amara
우리들이 33,우리들이 ,We
맹세컨데 33,맹세컨데 ,I swear
독일군이 33,독일군이 ,The German army
났는데 33,났는데 ,It happened
당시에는 33,당시에는 ,At that time
목요일에 33,목요일에 ,On Thursday
멋질 33,멋질 ,Cool
한마디만 33,한마디만 ,Just one word
아이예요 33,아이예요 ,It's a child
감시하는 33,감시하는 ,Watching over
노아가 33,노아가 ,Noah
사방에서 33,사방에서 ,From all sides
지지를 33,지지를 ,Support
빼내 33,빼내 ,Take it out
버렸죠 33,버렸죠 ,I threw it away
오마 33,오마 ,Oh my
직후 33,직후 ,Immediately after
시절은 33,시절은 ,The times
남자들과 33,남자들과 ,With men
유감이다 33,유감이다 ,It's a pity
줄이고 33,줄이고 ,Reduce
키스하는 33,키스하는 ,Kissing
혼란스럽게 33,혼란스럽게 ,Confusingly
관해서는 33,관해서는 ,As for
비밀번호를 33,비밀번호를 ,Password
혁명의 33,혁명의 ,Revolutionary
겨 33,겨 ,chaff 
제안하는 33,제안하는 ,Proposing
일어났습니다 33,일어났습니다 ,I woke up
돌리면 33,돌리면 ,If you turn it
그래봤자 33,그래봤자 ,Anyway
손상은 33,손상은 ,The damage is
단서는 33,단서는 ,The clue is
삽관 33,삽관 ,Intubation
팔아야 33,팔아야 ,Have to sell
맞았다고 33,맞았다고 ,That's right
멍청이야 33,멍청이야 ,You're an idiot
빚은 33,빚은 ,Debt
알겠냐 33,알겠냐 ,Do you understand?
드나 33,드나 ,Dna
벨은 33,벨은 ,The bell
한계를 33,한계를 ,The limit
고상한 33,고상한 ,Noble
걸친 33,걸친 ,I've been through
성장 33,성장 ,Growth
무시하지 33,무시하지 ,Don't ignore it
집에만 33,집에만 ,Only at home
중국에서 33,중국에서 ,In China
물었어요 33,물었어요 ,I asked
걸렸다 33,걸렸다 ,Got caught
얻었지 33,얻었지 ,Got it
떠는 33,떠는 ,Floating
티가 33,티가 ,Tea
춰 33,춰 ,Dance
사준 33,사준 ,Sajun
놔둔 33,놔둔 ,Left it
아기들은 33,아기들은 ,The babies
아니었고 33,아니었고 ,No it wasn't
꿈속에서 33,꿈속에서 ,In my dream
살까 33,살까 ,Should I buy it?
예상했던 33,예상했던 ,As expected
날로 33,날로 ,Day by day
시로 33,시로 ,Shiro
아미르 33,아미르 ,Amir
오류 33,오류 ,error 
좋을거에요 33,좋을거에요 ,It will be good
자서 33,자서 ,Autobiography
좋아하실 33,좋아하실 ,You might like it
걔의 33,걔의 ,His
그랬거든 33,그랬거든 ,That's what happened
목적지에 33,목적지에 ,To the destination
ct를 33,ct를 ,ct
도와주게 33,도와주게 ,Help me
경기는 33,경기는 ,The game is
맹세 33,맹세 ,Oath
프레데릭 33,프레데릭 ,Frederick
본인을 33,본인을 ,Myself
물리칠 33,물리칠 ,To defeat
아니었잖아 33,아니었잖아 ,It wasn't like that
승산이 33,승산이 ,The odds
휴대전화 33,휴대전화 ,Mobile phone
소리냐 33,소리냐 ,Are you kidding me?
오일 32,오일 ,Oil
바닐라 32,바닐라 ,Vanilla
약해요 32,약해요 ,I'm weak
안뇽 32,안뇽 ,Hello
함께하지 32,함께하지 ,Let's not be together
주름 32,주름 ,Wrinkle
당신이군요 32,당신이군요 ,It's you
그러더라 32,그러더라 ,That's what happened
늦었다 32,늦었다 ,It's late
용건이 32,용건이 ,The matter is
동물원 32,동물원 ,zoo
저놈들 32,저놈들 ,Those guys
있었는지도 32,있었는지도 ,Might have existed
렌 32,렌 ,Len
천둥 32,천둥 ,Thunder
끔찍하고 32,끔찍하고 ,It's terrible
내려가요 32,내려가요 ,Go down
과부 32,과부 ,Widow
예약해 32,예약해 ,Make a reservation
겪을 32,겪을 ,To experience
2월 32,2월 ,february 
닮았어요 32,닮았어요 ,They look alike
없을거라고 32,없을거라고 ,I said it won't happen
참이었어 32,참이었어 ,It was true
챔프 32,챔프 ,Champ
호출했어요 32,호출했어요 ,I called
누구고 32,누구고 ,Who is it
후드를 32,후드를 ,The hood
돌아갈거야 32,돌아갈거야 ,I'll go back
